pid,ptime,src_ip_address,dst_ip_address,frame_protos,src_port,dst_port,bytes_trans,attack,protocol,Date
10.42.0.42-42.236.125.112-48503-80-6,33:01.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-12-19 21:16
10.42.0.42-62.138.0.117-45174-80-6,33:01.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/29/19 08:06
10.42.0.151-103.7.30.118-56209-80-6,33:01.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/13/19 15:06
10.42.0.211-23.8.102.138-60486-443-6,33:01.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/25/19 13:06
162.208.22.39-10.42.0.211-443-49073-6,33:01.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/18/19 21:08
172.217.9.234-10.42.0.42-443-38076-6,33:01.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/30/19 11:55
10.42.0.211-10.42.0.1-34444-53-17,33:01.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/20/19 16:21
10.42.0.151-10.42.0.1-6271-53-17,33:01.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/30/19 15:57
10.42.0.151-23.208.168.108-54198-443-6,33:01.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-06-19 19:49
10.42.0.151-10.42.0.1-26887-53-17,33:01.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,0,UDP,08/15/19 10:35
10.42.0.211-52.6.206.34-45352-443-6,33:01.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,0,TCP,08-02-19 19:24
10.42.0.151-10.42.0.1-45636-53-17,33:01.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,UDP,08-02-19 19:24
157.240.2.35-10.42.0.42-80-45534-6,33:01.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-06-19 16:08
220.181.7.190-10.42.0.42-443-40568-6,33:01.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/17/19 21:05
10.42.0.42-123.125.115.164-39500-443-6,33:01.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/28/19 19:02
10.42.0.211-10.42.0.1-27938-53-17,33:01.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/13/19 21:57
203.90.242.126-10.42.0.211-80-56368-6,33:01.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/15/19 15:52
172.217.10.42-10.42.0.211-443-54248-6,33:01.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/30/19 11:18
172.217.3.97-10.42.0.42-443-50689-6,33:01.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/30/19 11:18
202.77.129.150-10.42.0.211-80-35469-6,33:01.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/19/19 10:59
10.42.0.1-10.42.0.42-53-3474-17,33:01.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-02-19 10:50
172.217.3.104-10.42.0.42-443-52092-6,33:01.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,42,1,TCP,08-07-19 20:03
10.42.0.151-31.13.80.52-57082-443-6,33:01.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,UDP,08/26/19 15:08
174.35.73.77-10.42.0.211-80-50428-6,33:01.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-02-19 15:27
172.217.12.174-10.42.0.151-443-34277-6,33:01.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-11-19 12:50
10.42.0.211-77.234.44.199-54351-80-6,33:01.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,ICMP,08-12-19 7:10
10.42.0.211-115.239.210.141-51354-443-6,33:01.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,ICMP,08/25/19 21:56
10.42.0.211-10.42.0.1-16702-53-17,33:01.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/30/19 19:48
220.181.7.190-10.42.0.211-443-39236-6,33:01.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/25/19 21:20
183.79.253.231-10.42.0.211-443-50052-6,33:01.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/25/19 21:20
172.217.12.163-10.42.0.211-443-33652-6,33:01.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/17/19 07:54
172.217.3.106-10.42.0.42-443-50929-6,33:01.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08-04-19 12:21
183.79.17.108-10.42.0.151-443-60432-6,33:01.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,0,TCP,08/20/19 08:12
10.42.0.211-23.194.142.7-36995-443-6,33:01.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,1,TCP,08-03-19 14:02
172.217.6.196-10.42.0.42-443-52766-6,33:01.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/29/19 16:12
180.149.136.194-10.42.0.211-80-37465-6,33:01.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/17/19 17:11
10.42.0.211-23.21.95.195-45473-443-6,33:01.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,0,TCP,08/17/19 17:11
219.142.78.162-10.42.0.211-80-57083-6,33:01.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,1,TCP,08/24/19 15:16
157.240.18.35-10.42.0.211-443-45094-6,33:01.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,ICMP,08-04-19 13:22
203.205.158.66-10.42.0.151-80-55438-6,33:01.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,ICMP,08-12-19 10:14
198.11.188.75-10.42.0.151-443-38415-6,33:01.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,UDP,08/22/19 10:57
216.58.217.99-10.42.0.42-443-60673-6,33:01.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/22/19 06:21
162.208.22.39-10.42.0.211-443-37016-6,33:01.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/13/19 21:58
10.42.0.151-10.42.0.1-6031-53-17,33:01.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08-11-19 12:28
10.42.0.151-10.42.0.1-25467-53-17,33:01.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/13/19 20:22
180.149.136.194-10.42.0.211-443-49673-6,33:01.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/22/19 10:43
10.42.0.151-63.250.200.63-45857-443-6,33:01.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/22/19 10:43
10.42.0.42-47.89.69.217-54360-443-6,33:01.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08-02-19 21:15
169.45.248.122-10.42.0.151-5222-56368-6,33:01.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:vssmonitoring,80,47285,42,1,TCP,08/24/19 10:50
10.42.0.211-72.247.70.190-47957-80-6,33:01.8,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,42,0,UDP,08-02-19 21:47
10.42.0.211-104.97.95.172-34742-80-6,33:01.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/13/19 07:52
192.229.163.180-10.42.0.151-443-58360-6,33:01.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/31/19 13:25
10.42.0.211-59.38.112.48-33938-443-6,33:01.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,UDP,08/17/19 10:56
172.217.12.170-10.42.0.151-443-37256-6,33:01.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/15/19 13:57
10.42.0.151-23.44.160.219-49986-443-6,33:01.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/25/19 12:53
172.217.11.10-10.42.0.151-443-48688-6,33:01.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-05-19 20:30
180.163.255.159-10.42.0.211-80-47957-6,33:01.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/13/19 21:34
10.42.0.211-64.71.142.110-45255-443-6,33:01.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/21/19 19:19
203.205.191.23-10.42.0.42-80-52340-6,33:01.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/20/19 14:33
10.42.0.211-23.194.141.191-48920-443-6,33:01.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/20/19 14:33
10.42.0.211-23.21.95.195-52107-443-6,33:01.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,1,TCP,08/25/19 14:20
10.42.0.211-74.6.105.13-58634-443-6,33:01.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,0,TCP,08/21/19 15:16
172.217.11.10-10.42.0.211-443-50655-6,33:02.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,ICMP,08-09-19 22:00
10.42.0.211-104.118.222.110-51153-443-6,33:02.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08-09-19 20:58
172.217.11.3-10.42.0.42-443-54319-6,33:02.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/19/19 19:59
172.217.10.234-10.42.0.151-443-42653-6,33:02.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1179,0,TCP,08/19/19 10:37
10.42.0.211-104.192.108.27-42060-80-6,33:02.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1179,1,TCP,08/24/19 11:59
192.229.173.173-10.42.0.211-80-37045-6,33:02.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/24/19 11:59
202.77.129.146-10.42.0.211-80-59104-6,33:02.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08-10-19 18:53
172.217.12.129-10.42.0.211-443-52823-6,33:02.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/16/19 21:16
180.149.153.234-10.42.0.211-80-39432-6,33:02.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,ICMP,08-04-19 10:54
10.42.0.211-31.13.80.8-42504-443-6,33:02.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,ICMP,08-04-19 10:54
10.42.0.151-52.84.142.16-47647-443-6,33:02.2,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,ICMP,08-01-19 12:36
172.217.12.174-10.42.0.42-443-33226-6,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,ICMP,08-01-19 12:36
203.205.158.61-10.42.0.42-80-46305-6,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,UDP,08-10-19 11:28
172.217.10.238-10.42.0.151-443-59677-6,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,UDP,08/24/19 22:45
220.181.7.190-10.42.0.42-443-47489-6,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,UDP,08-07-19 12:49
10.42.0.151-104.208.28.54-39698-443-6,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-06-19 18:27
203.205.179.170-10.42.0.151-80-48221-6,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/27/19 09:13
172.217.10.78-10.42.0.42-443-55471-6,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/24/19 22:04
10.42.0.211-98.139.199.204-55824-443-6,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-10-19 14:24
10.42.0.211-10.42.0.1-57180-53-17,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08-06-19 23:54
202.77.129.150-10.42.0.211-443-39231-6,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/27/19 14:58
10.42.0.211-23.194.141.179-48936-443-6,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:vssmonitoring,80,47285,42,1,UDP,08/25/19 21:53
169.45.214.251-10.42.0.42-443-52539-6,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,42,0,TCP,08/24/19 02:01
172.217.10.132-10.42.0.211-443-36516-6,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-09-19 21:45
10.42.0.211-64.71.142.96-59470-80-6,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/16/19 07:38
216.58.219.196-10.42.0.42-443-45549-6,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,ICMP,08/14/19 16:40
10.42.0.151-10.42.0.1-41896-53-17,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,ICMP,08-02-19 19:54
180.76.145.14-10.42.0.211-80-45075-6,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08-11-19 10:11
10.42.0.211-10.42.0.1-31292-53-17,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-05-19 21:54
172.217.6.206-10.42.0.151-443-44913-6,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/16/19 14:03
172.217.12.130-10.42.0.211-443-49161-6,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,UDP,08-10-19 17:15
10.42.0.151-10.42.0.1-25685-53-17,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-02-19 15:19
10.42.0.151-104.193.88.109-56822-80-6,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-02-19 15:19
10.42.0.211-10.42.0.1-33470-53-17,33:02.3,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,0,UDP,08/27/19 12:54
10.42.0.151-31.13.71.36-59758-443-6,33:02.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-11-19 7:31
10.42.0.211-10.42.0.1-11920-53-17,33:02.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08-04-19 20:52
222.73.28.96-10.42.0.151-80-55805-6,33:02.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/19/19 00:16
182.22.25.252-10.42.0.211-443-38737-6,33:02.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/27/19 12:44
203.205.191.25-10.42.0.151-80-54167-6,33:02.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/24/19 23:49
182.254.5.234-10.42.0.211-80-44879-6,33:02.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-07-19 16:54
10.42.0.211-104.79.152.104-44335-443-6,33:02.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/14/19 14:45
10.42.0.42-66.231.239.96-34357-443-6,33:02.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-05-19 16:25
203.205.158.60-10.42.0.42-80-58920-6,33:02.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/25/19 02:30
10.42.0.211-10.42.0.1-55696-53-17,33:02.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-06-19 13:34
10.42.0.211-10.42.0.1-22043-53-17,33:02.4,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,42,0,TCP,08/18/19 14:34
10.42.0.42-108.174.11.1-52108-80-6,33:02.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/19/19 13:03
10.42.0.211-10.42.0.1-4023-53-17,33:02.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/18/19 18:32
10.42.0.211-123.125.29.220-56056-80-6,33:02.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,ICMP,08/16/19 07:24
10.42.0.211-10.42.0.1-54296-53-17,33:02.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,ICMP,08-10-19 21:31
8.0.6.4-8.6.0.1-0-0-0,33:02.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,ICMP,08/28/19 13:43
10.42.0.151-10.42.0.1-61659-53-17,33:02.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,ICMP,08/22/19 22:05
10.42.0.42-31.13.71.37-33718-443-6,33:02.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/23/19 17:03
172.217.6.226-10.42.0.151-443-44325-6,33:02.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/23/19 17:03
10.42.0.42-23.199.25.36-50542-80-6,33:02.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08-04-19 19:44
10.42.0.211-123.125.29.220-60523-80-6,33:02.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-07-19 8:28
10.42.0.211-69.147.82.61-34477-443-6,33:02.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-03-19 21:02
192.229.173.173-10.42.0.151-443-35041-6,33:02.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-09-19 23:35
10.42.0.1-10.42.0.42-53-48093-17,33:02.5,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08-07-19 20:11
172.217.10.238-10.42.0.151-443-55667-6,33:02.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/15/19 22:11
10.42.0.211-123.125.29.220-57796-80-6,33:02.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:vssmonitoring,80,47285,42,1,TCP,08-06-19 22:59
10.42.0.42-119.146.74.49-60415-443-6,33:02.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,42,1,TCP,08-12-19 20:33
10.42.0.211-23.208.168.108-40203-443-6,33:02.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/27/19 07:58
10.42.0.211-10.42.0.1-10094-53-17,33:02.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/29/19 09:55
10.42.0.211-10.42.0.1-64343-53-17,33:02.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/30/19 15:00
10.42.0.42-119.146.74.34-51153-80-6,33:02.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/14/19 18:23
172.217.11.35-10.42.0.211-443-33112-6,33:02.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/13/19 21:32
10.42.0.42-115.239.210.141-52031-80-6,33:02.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/21/19 14:08
239.255.255.250-10.42.0.151-1900-60044-17,33:02.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/25/19 17:51
152.163.56.2-10.42.0.211-443-48352-6,33:02.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/31/19 12:07
182.22.67.70-10.42.0.211-443-44720-6,33:02.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-09-19 10:01
10.42.0.211-10.42.0.1-46429-53-17,33:02.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/15/19 09:11
203.205.158.34-10.42.0.211-80-42988-6,33:02.6,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,0,TCP,08/19/19 12:03
10.42.0.211-10.42.0.1-37408-53-17,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,1,TCP,08/13/19 19:01
10.42.0.151-87.240.165.80-48501-80-6,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,1,TCP,08/29/19 07:55
172.217.10.131-10.42.0.151-443-46990-17,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/26/19 20:01
10.42.0.211-64.71.142.110-57908-443-6,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/27/19 15:56
10.42.0.211-47.89.67.240-49207-443-6,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/28/19 14:44
10.42.0.42-103.235.46.212-52714-443-6,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/26/19 13:08
172.217.10.109-10.42.0.42-443-53363-17,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/13/19 20:07
172.217.11.46-10.42.0.151-443-39820-6,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-03-19 23:20
172.217.12.142-10.42.0.42-443-33868-6,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08-08-19 18:10
172.217.12.206-10.42.0.211-443-52499-6,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/28/19 15:32
10.42.0.151-10.42.0.1-16817-53-17,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1180,0,TCP,08-09-19 17:38
172.217.12.174-10.42.0.42-443-56202-6,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1180,1,TCP,08/28/19 11:39
180.149.136.194-10.42.0.42-443-51506-6,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08/25/19 17:20
10.42.0.42-52.84.143.34-50235-80-6,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08/22/19 23:00
172.217.10.78-10.42.0.151-443-52740-6,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08-09-19 15:58
10.42.0.211-10.42.0.1-37285-53-17,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-08-19 21:38
10.42.0.211-106.39.169.66-52036-80-6,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08-01-19 10:56
10.42.0.211-66.231.239.120-48296-443-6,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,UDP,08-04-19 16:17
192.229.173.173-10.42.0.42-80-51412-6,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,UDP,08/31/19 14:04
10.42.0.211-104.193.88.109-53754-80-6,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,UDP,08/31/19 17:12
10.42.0.211-10.42.0.1-40300-53-17,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,0,UDP,08/26/19 09:13
10.42.0.1-10.42.0.42-53-24557-17,33:02.9,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,1,TCP,08-01-19 9:35
10.42.0.211-10.42.0.1-54404-53-17,33:03.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,UDP,08/24/19 10:41
10.42.0.211-10.42.0.1-38327-53-17,33:03.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,UDP,08-11-19 21:25
202.77.129.185-10.42.0.211-80-42624-6,33:03.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08-10-19 16:56
10.42.0.211-23.208.26.242-50710-443-6,33:03.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,UDP,08/21/19 08:48
203.205.158.62-10.42.0.211-80-60548-6,33:03.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,TCP,08-12-19 16:53
10.42.0.211-77.234.41.79-33319-443-6,33:03.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,0,UDP,08-04-19 11:33
172.217.12.161-10.42.0.151-443-54018-6,33:03.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,UDP,08-05-19 14:15
172.217.10.99-10.42.0.42-443-50426-17,33:03.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1,TCP,08-10-19 11:14
172.217.10.8-10.42.0.151-443-46677-6,33:03.0,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,1,TCP,08/30/19 11:05
